Nom,Type_1,Type_2,Icône,Description,Niveau,Attribut,ATK,DEF,Prix
"Chimère, Bête Mythique Volante",Monstre,[ Bête / Fusion / Effet ],,"'Gazelle, Roi des Bêtes Mythiques'' + ''Berfomet'' (Ce monstre est toujours traité comme un monstre Bête Fantôme.) Lorsque cette carte est détruite, vous pouvez sélectionner et Invoquer Spécialement ''Berfomet'' ou ''Gazelle, Roi des Bêtes Mythiques'' depuis votre Cimetière.",6.0,Vent,2100,1800,"0,25"
"Chimiste, Allié Genex",Monstre,[ Machine / Syntoniseur / Effet ],,"Vous pouvez déclarer 1 Attribut et défausser cette carte pour sélectionner 1 monstre ""Genex""""face recto que vous contrôlez. Ce monstre devient cet Attribut. Cet effet peut être activé durant votre tour ou celui de votre adversaire.",2.0,Ténèbres,200,500,0
Chiron le Mage,Monstre,[ Bête-Guerrier / Effet ],,"Une fois par tour, vous pouvez défausser 1 Carte magie de votre main pour détruire 1 Carte Magie ou Piège contrôlée par votre adversaire.",4.0,Terre,1800,1000,"0,2"
"Chirubimé, Princesse des Feuilles d'Automne",Monstre,[ Plante / Effet ],,"Votre adversaire ne peut pas cibler de monstres de Type Plante face recto (celui-ci exclu) avec une attaque. Si cette carte en votre possession est envoyée à votre Cimetière par une carte de votre adversaire (au combat ou par un effet de carte) : vous pouvez invoquer spécialement 1 monstre de type plante ( ""Chirubimé, Princesse des Feuilles d'Automne"" exclu) depuis votre Deck.",8.0,Terre,1800,2800,"0,75"
"Chiwen, Lumière du Yang Zing",Monstre,[ Wyrm / Syntoniseur / Effet ],,"Lorsque cette carte que vous contrôlez est détruite au combat ou par un effet de carte, et envoyée à votre Cimetière : vous pouvez Invoquer Spécialement 1 monstre ""Yang Zing"" (""Chiwen, Lumière du Yang Zing"" exclu) depuis votre Deck. Lorsqu'un ou plusieurs monstres ""Yang Zing"" que vous contrôlez sont détruits au combat ou par un effet de carte, et envoyés au Cimetière, tant que cette carte est dans votre Cimetière : vous pouvez Invoquer Spécialement cette carte, et si vous le faites, bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser qu'1 effet de ""Chiwen, Lumière du Yang Zing"" par tour, et uniquement une fois le tour.",1.0,Lumière,0,0,0
Chlamyrossolis Prédaplante,Monstre,[ Plante / Effet ],,"Les monstres avec un Compteur Prédateur que vous utilisez comme Matériels de Fusion sont traités comme TÉNÈBRES. Durant votre Main Phase : vous pouvez Invoquer par Fusion 1 Monstre de Fusion TÉNÈBRES depuis votre Extra Deck, en utilisant cette carte sur le Terrain et des monstres depuis votre main, Terrain, et/ou des monstres avec un Compteur Prédateur contrôlés par votre adversaire comme Matériels de Fusion. Vous ne pouvez utiliser cet effet de ""Chlamyrossolis Prédaplante"" qu'une fois par tour.",2.0,Ténèbres,600,200,"0,25"
Choc de Byser,Monstre,[ Démon / Effet ],,Si cette carte est Invoquée : renvoyez toutes les cartes Posées sur le Terrain à la main.,5.0,Ténèbres,800,600,"0,25"
Choarale Potartiste,Monstre,[ Bête-Ailée / Pendule / Effet ],,"Pendule 2 : Une fois par tour, si vous contrôlez une carte ""Potartiste"" (""Choarale Potartiste"" exclu), ""Magicien"" ou ""Yeux Impairs"" dans votre autre Zone
 Pendule : vous pouvez faire devenir l'échelle Pendule de cette carte 7 jusqu'à la fin de ce tour.------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ Lorsque cette carte est détruite au combat : vous pouvez Invoquer Spécialement 1 monstre ""Potartiste"" depuis votre Deck (Monstres Pendule exclus).",3.0,Vent,500,500,"0,4"
Chocolat à la Mode Puddingcesse Magidolce,Monstre,[ Elfe / Xyz / Effet ],,"2 monstres TERRE de Niveau 5
 Vous pouvez Invoquer par Xyz cette carte en utilisant un Monstre Xyz ""Magidolce"" de max. Rang 4 que vous contrôlez comme le Matériel Xyz. (Les Matériels Xyz attachés au monstre deviennent aussi des Matériels Xyz de cette carte.) Une fois par tour : vous pouvez cibler 1 carte ""Magidolce"" dans votre Cimetière ; mélangez-la dans le Deck. Tant que cette carte a ""Puddingcesse Magidolce"" comme Matériel Xyz, lorsqu'une ou plusieurs cartes ""Magidolce"" dans votre Cimetière sont mélangées dans le Main Deck (sauf durant la Damage Step) : vous pouvez détacher 1 Matériel Xyz de cette carte ; Invoquez Spécialement 1 monstre ""Magidolce"" depuis votre Deck en Position d'Attaque face recto ou en Position de Défense face verso.",5.0,Terre,2500,2200,0
Choctopus,Monstre,[ Poisson / Effet ],,"Lorsque cette carte est détruite au combat avec un monstre de votre adversaire et envoyée au Cimetière : vous pouvez équiper cette carte au monstre de votre adversaire.L'ATK du monstre devient 0, et aussi , il ne peut pas changer de position de combat.",4.0,Eau,1600,800,"0,5"
Choisi par le Calice du Monde,Monstre,[ Psychique / Normal ],,"""Inspiré par les légendes des Héros du Monde qu'il a entendues étant petit, ce croisé ajoute une pièce à son armure pour chaque Mekkstruosité qu'il détruit. Il poursuit la quête donnée par Lee la Fée pour récupérer les Sept Héritages du Monde et sauver le monde.""",3.0,Feu,1600,0,"0,25"
Chose de Magie,Monstre,[ Magicien / Effet ],,"Chaque fois qu'une Carte Magie est activée, placez 1 Compteur Magie sur cette carte lorsque la Carte Magie est résolue. Le Niveau de cette carte est augmenté du nombre de Compteurs Magie sur cette carte. Vous pouvez retirer 3 Compteurs Magie de cette carte, puis ciblez 1 Carte Magie Jeu-Rapide dans votre Cimetière ; Posez la carte dans votre Zone Magie & Piège. Vous ne pouvez utiliser cet effet de ""Chose de Magie"" qu'une fois par tour.",4.0,Ténèbres,1800,1300,"0,25"
Chouvalier Magidolce,Monstre,[ Guerrier / Effet ],,"Lorsque cette carte que vous contrôlez est détruite par une carte de votre adversaire (au combat ou par un effet de carte) et envoyée au Cimetière : mélangez cette carte dans votre Deck. Votre adversaire ne peut pas cibler de monstres ""Magidolce"" face recto (""Chouvalier Magidolce"" exclu) avec une attaque.",4.0,Terre,1700,1300,2
Chouette Chasseresse,Monstre,[ Bête-Ailée / Effet ],,"Cette carte gagne 500 points d'ATK pour chaque monstre VENT face recto que vous contrôlez. Tant que vous contrôlez un autre monstre VENT face recto, votre adversaire ne peut pas sélectionner cette carte comme cible d'une attaque.",4.0,Vent,1000,900,0
Chow Chow Chan,Monstre,[ Bête / Effet ],,"Lorsque votre adversaire active une Carte Piège Normal en réponse à la déclaration d'attaque de votre monstre ciblant un monstre de votre adversaire : vous pouvez défausser cette carte ; annulez l'activation, et si vous le faites, détruisez la carte (ceci est un Effet Rapide).",2.0,Terre,800,800,"0,25"
Chow Len le Prophète,Monstre,[ Magicien / Effet ],,"Une fois par tour : vous pouvez déclarer soit Magie soit Piège, et ciblez 1 carte Posée dans la Zone Carte Magie & Piège de votre adversaire ; regardez la cible et si elle est du type de carte déclaré, la carte ne peut pas être activée ce tour.",4.0,Feu,1800,200,"0,25"
Chow Sai le Stoppeur de Fantômes,Monstre,[ Magicien / Effet ],,Aucun joueur ne peut activer les effets de Cartes Magie/Piège dans le Cimetière. Si cette carte est envoyée depuis le Terrain à votre Cimetière : vous pouvez cibler 1 Magie/Piège dans le Cimetière de votre adversaire ; bannissez-le.,4.0,Ténèbres,1900,800,1
Chroniqueuse de Nephtys,Monstre,[ Magicien / Effet ],,"Vous pouvez cibler 1 carte ""Nephtys"" (""Chroniqueuse de Nephtys"" exclu) dans votre Cimetière ; détruisez 1 carte dans votre main, et si vous le faites, ajoutez la cible à votre main. Durant votre prochaine Standby Phase après que cette carte a été détruite par un effet de carte et envoyée au Cimetière : vous pouvez ajouter 1 carte ""Nephtys"" (""Chroniqueuse de Nephtys"" exclu) depuis votre Cimetière à votre main. Vous ne pouvez utiliser chaque effet de ""Chroniqueuse de Nephtys"" qu'une fois par tour.",2.0,Vent,300,1200,"0,75"
Chronogistreur des Voleurs de Temps,Monstre,[ Machine / Effet ],,"Durant la Battle Phase de votre adversaire (Effet Rapide) : vous pouvez Sacrifier cette carte ; les prochains dommages de combat que vous recevez d'une attaque de monstre de l'adversaire ce tour sont infligés à votre adversaire à la place. Si un Monstre Xyz face recto que vous contrôlez quitte le Terrain par un effet de carte, tant que cette carte est dans votre Cimetière (sauf durant la Damage Step) : vous pouvez Invoquer Spécialement cette carte, mais bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser chaque effet de ""Chronogistreur des Voleurs de Temps"" qu'une fois par tour.",4.0,Ténèbres,1000,1000,"0,75"
Chronon Morphtronique,Monstre,[ Machine / Effet ],,"• En Position d'Attaque: Cette carte gagne 500 points d'ATK pour chaque Compteur Morphe sur elle. 
 
 • En Position de Défense: Une fois par tour, vous pouvez placer 1 Compteur Morphe sur cette carte. Vous pouvez Sacrifier cette carte pour infliger 1000 points de dommage à votre adversaire pour chaque Compteur Morphe sur elle.",2.0,Terre,600,1100,0
"Chu-Suke, Le Guerrier Rongeur",Monstre,[ Bête / Normal ],,Guerrier sans peur arpentant le globe pour devenir le meilleur guerrier du monde des rongeurs. Soyez prudent en l'approchant de peur qu'il ne vous ratatine.,3.0,Terre,1200,0,0
Chrononaute De Cristal Chronomal,Monstre,[ Psychique / Xyz / Effet ],,"Une fois par tour, lorsque cette carte est ciblée par une attaque : vous pouvez détacher 1 Matériel Xyz de cette carte ; ce tour, cette carte ne peut être détruite ni au combat ni par des effets de carte, et aussi, votre adversaire reçoit les dommages de combat que vous auriez dû recevoir de combats impliquant cette carte.",3.0,Lumière,2100,1400,0
"Chunjun, Auspice de l'Âmépée",Monstre,[ Wyrm / Effet ],,"Avant le calcul des dommages, si votre monstre Wyrm combat un monstre de l'adversaire qui a été Invoqué Spécialement depuis l'Extra Deck: vous pouvez détruire le monstre de l'adversaire ainsi que cette carte. Vous ne pouvez utiliser chacun des effets suivants de ""Chunjun, Auspice de l'Âmépée"" qu'une fois par tour. Durant la Main Phase (Effet Rapide): vous pouvez Sacrifier 1 monstre; Invoqué Spécialement cette carte depuis votre main. Si cette carte est envoyée au Cimetière comme matériel Synchro: vous pouvez cibler 1 carte sur le Terrain ou dans l'un des Cimetières; bannissez-la.",6.0,Feu,2400,1800,"0,5"
Ciel Bleu Mekk-Chevalier,Monstre,[ Psychique / Effet ],,"Si min. 2 cartes sont dans la même colonne, vous pouvez Invoquer Spécialement cette carte (depuis votre main) dans cette colonne. Vous ne pouvez Invoquer Spécialement ""Ciel Bleu Mekk-Chevalier"" qu'une fois par tour de cette façon. Si cette carte est Invoquée Normalement ou Spécialement depuis la main : vous pouvez ajouter un nombre de monstres ""Mekk-Chevalier"" de noms différents (""Ciel Bleu Mekk-Chevalier"" exclu) depuis votre Deck à votre main, égal au nombre de cartes de votre adversaire dans la colonne de cette carte. Vous ne pouvez utiliser cet effet de ""Ciel Bleu Mekk-Chevalier"" qu'une fois par tour.",5.0,Lumière,2000,2500,0
"Ciel, Chevalier Etoilé",Monstre,[ Elfe / Effet ],,"Si cette carte est dans votre main : vous pouvez renvoyer 1 monstre ""Chevalier Étoilé"" (""Ciel, Chevalier Étoilé"" exclu) ou 1 monstre LUMIÈRE Dragon de Niveau 7 que vous contrôlez à la main ; Invoquez Spécialement cette carte. Si vous ne contrôlez aucun monstre : vous pouvez bannir cette carte depuis votre Cimetière ; Invoquez Spécialement 1 monstre LUMIÈRE Dragon de Niveau 7 depuis votre main. Vous ne pouvez utiliser chaque effet de ""Ciel, Chevalier Étoilé"" qu'une fois par tour.",4.0,Lumière,1700,800,"0,25"
Ciguë Farstar,Monstre,[ Elfe / Effet ],,"Si vous ne contrôlez aucun monstre, ou si tous les monstres que vous contrôlez sont des monstres ""Farstar"" : vous pouvez Invoquer Spécialement cette carte depuis votre main. Durant la Damage Step, lorsque votre monstre ""Farstar"" combat un monstre de l'adversaire (Effet Rapide) : vous pouvez envoyer cette carte depuis votre main au Cimetière ; jusqu'à la fin de ce tour, le monstre que vous contrôlez gagne une ATK égale à son ATK d'origine. Vous ne pouvez utiliser qu'1 effet de ""Ciguë Farstar"" par tour, et uniquement une fois le tour.",5.0,Lumière,2000,1000,0
Cigale Dj,Monstre,[ Insecte / Effet ],,"Vous pouvez envoyer cette carte depuis votre main au Cimetière pour cibler 1 monstre face recto sur le Terrain ; jusqu'à la End Phase, augmentez le Niveau de la cible de 1.",2.0,Terre,700,300,"0,5"
Cimetière de Mammouth,Monstre,[ Dinosaure / Normal ],,"""Mammouth qui protège les siens et qui est absolument sans pitié face aux déterreurs de cadavres.""",3.0,Terre,1200,800,"0,25"
"Cir, Malebranche des Abysses Ardents",Monstre,[ Démon / Effet ],,"Si vous contrôlez un monstre (monstres ""Abysses Ardents"" exclus), détruisez cette carte. Vous ne pouvez utiliser qu'1 des effets suivant de ""Cir, Malebranche des Abysses Ardents"" par tour, et uniquement une fois le tour.
 • Si vous ne contrôlez aucune Carte Magie/Piège : vous pouvez Invoquer Spécialement cette carte depuis votre main.
 • Si cette carte est envoyée au Cimetière ; vous pouvez cibler 1 monstre ""Abysses Ardents"" (Cir, Malebranche des Abysses Ardents"" exclu) dans votre Cimetière ; Invoquez-le Spécialement.",3.0,Ténèbres,1600,1200,4
Circulaire Mathmech,Monstre,[ Cyberse / Effet ],,"Vous pouvez envoyer 1 monstre ""Mathmech"" (""Circulaire Mathmech"" exclu) depuis votre Deck à votre Cimetière ; Invoquez Spécialement cette carte depuis votre main, et aussi, vous ne pouvez attaquer qu'avec 1 monstre le reste de ce tour. Si un monstre ""Mathmech"" est Invoqué Normalement ou Spécialement sur votre Terrain tant que vous contrôlez ce monstre (sauf durant la Damage Step) : vous pouvez ajouter 1 Magie/Piège ""Mathmech"" depuis votre Deck à votre main. Vous ne pouvez utiliser chaque effet de ""Circulaire Mathmech"" qu'une fois par tour.",4.0,Lumière,1500,1500,"2,5"
Ciseaux de l'Âme,Monstre,[ Démon / Effet ],,"Si un ou plusieurs monstres sur le Terrain sont détruits au combat ou par un effet de carte et envoyés au Cimetière, tant que cette carte est dans votre Cimetière : vous pouvez Invoquer Spécialement cette carte, mais bannissez-la lorsqu'elle quitte le Terrain. Si cette carte est Invoquée Spécialement depuis le Cimetière : vous pouvez cibler 1 monstre contrôlé par votre adversaire ; détruisez-le. Vous ne pouvez utiliser chaque effet de ""Ciseaux de l'Âme"" qu'une fois par tour.",2.0,Ténèbres,550,350,"0,25"
Citadelle Méchabot,Monstre,[ Machine / Effet ],,"Ni Invocable Normalement ni Posable Normalement. Uniquement Invocable Spécialement par un effet de carte. (Effet Rapide) : vous pouvez cibler 1 monstre Machine que vous contrôlez ; détruisez le monstre Machine et tous les monstres contrôlés par votre adversaire avec une ATK inférieure ou égale à celui-ci. Si un ou plusieurs monstres TERRE Machine face recto que vous contrôlez (""Citadelle Méchabot"" exclu) sont détruits au combat ou par un effet de carte tant que cette carte est dans votre Cimetière : vous pouvez Invoquer Spécialement cette carte. Vous ne pouvez utiliser chaque effet de ""Citadelle Méchabot"" qu'une fois par tour.",10.0,Terre,3000,2500,1
Citree Crystron,Monstre,[ Machine / Syntoniseur / Effet ],,"Durant la Main Phase ou Battle Phase de votre adversaire : vous pouvez cibler 1 monstre non-Syntoniseur dans votre Cimetière ; Invoquez-le Spécialement, mais il a ses effets annulés (s'il en a), et si vous le faites, immédiatement après la résolution de cet effet, Invoquez par Synchronisation 1 Monstre Synchro de Type Machine en utilisant uniquement le monstre et cette carte (ceci est un Effet Rapide). Ces Matériels de Synchro sont bannis au lieu d'être envoyés au Cimetière. Vous ne pouvez utiliser cet effet de ""Citree Crystron"" qu'une fois par tour.",2.0,Eau,500,500,0
"Citrine, Chevalier-Gemmes",Monstre,[ Pyro / Fusion / Effet ],,"1 monstre ""Chevalier-Gemmes"" + 1 monstre de Type Pyro
 Doit d'abord être Invoquée par Fusion. Si cette carte attaque ou est attaquée, jusqu'à la fin de la Damage Step, votre adversaire ne peut ni activer de cartes ni d'effets.",7.0,Terre,2200,1950,0
Citrouille Naturia,Monstre,[ Plante / Effet ],,"Lorsque cette carte est Invoquée Normalement, si votre adversaire contrôle un monstre, vous pouvez Invoquer Spécialement 1 monstre ""Naturia"" depuis votre main.",4.0,Terre,1400,800,"0,35"
